,Term,SNOMED_Label,SNOMED_ID
1734,HSV test,Serologic test for herpes simplex,46898007
1735,HSV1,Human herpes simplex virus type 1,15302007
1736,HSV1,Human herpes simplex virus type 1,15302007
1737,HSV1,Human herpes simplex virus type 1,15302007
1738,HSV2,Human herpes simplex virus type 2,13687007
1739,HSV2,Human herpes simplex virus type 2,13687007
1740,HSV2,Human herpes simplex virus type 2,13687007
1741,HTP,Oxitriptan,73916008
1742,HTP,Oxitriptan,73916008
1743,HTP,Oxitriptan,73916008
1744,HUMIRA,Adalimumab,407317001
1745,HUMIRA,Adalimumab,407317001
1746,HUMIRA,Adalimumab,407317001
1747,HURTS,Pain,22253000
1748,HURTS,Pain,22253000
1749,HURTS,Pain,22253000
1750,Hair Transplant,Hair transplant,21054003
1751,Hair Transplant,Hair transplant,21054003
1752,Hair Transplant,Hair transplant,21054003
1753,Halcion,Triazolam,386984001
1754,Halcion,Triazolam,386984001
1755,Halcion,Triazolam,386984001
1756,Haldol,Haloperidol,386837002
1757,Haldol,Haloperidol,386837002
1758,Haldol,Haloperidol,386837002
1759,Hand,Hand structure,85562004
1760,Hand,Hand structure,85562004
1761,Hand,Hand structure,85562004
1762,Harvoni,Product containing ledipasvir and sofosbuvir,713677004
1763,Harvoni,Product containing ledipasvir and sofosbuvir,713677004
1764,Harvoni,Product containing ledipasvir and sofosbuvir,713677004
1765,Hashi,Hashimoto thyroiditis,21983002
1766,Hashi,Hashimoto thyroiditis,21983002
1767,Hashi,Hashimoto thyroiditis,21983002
1768,Hashimoto,Hashimoto thyroiditis,21983002
1769,Hashimoto,Hashimoto thyroiditis,21983002
1770,Hashimoto,Hashimoto thyroiditis,21983002
1771,Hashimoto ' s,Hashimoto thyroiditis,21983002
1772,Hashimoto ' s,Hashimoto thyroiditis,21983002
1773,Hashimoto ' s,Hashimoto thyroiditis,21983002
1774,Hashimoto ' s Encephalopathy,Steroid-responsive encephalopathy associated with autoimmune thyroiditis (disorder),771271000
1775,Hashimoto ' s Encephalopathy,Steroid-responsive encephalopathy associated with autoimmune thyroiditis (disorder),771271000
1776,Hashimoto ' s Encephalopathy,Steroid-responsive encephalopathy associated with autoimmune thyroiditis (disorder),771271000
1777,Hashimoto ' s disease,Hashimoto thyroiditis,21983002
1778,Hashimoto ' s disease,Hashimoto thyroiditis,21983002
1779,Hashimoto ' s disease,Hashimoto thyroiditis,21983002
1780,Hashimoto ' s thyroiditis,Hashimoto thyroiditis,21983002
1781,Hashimoto ' s thyroiditis,Hashimoto thyroiditis,21983002
1782,Hashimoto ' s thyroiditis,Hashimoto thyroiditis,21983002
1783,Hashimotos,Hashimoto thyroiditis,21983002
1784,Hashimotos,Hashimoto thyroiditis,21983002
1785,Hashimotos,Hashimoto thyroiditis,21983002
1786,Hb,Hemoglobin,38082009
1787,Hb,Hemoglobin,38082009
1788,Hb,Hemoglobin,38082009
1789,Hb,Hemoglobin,38082009
1790,Hb,Hemoglobin,38082009
1791,Hb,Hemoglobin,38082009
1792,HbA1c,Hemoglobin A1c target,408591000
1793,HbA1c,Hemoglobin A1c target,408591000
1794,HbA1c,Hemoglobin A1c target,408591000
1795,HbA1c test,Hemoglobin A1c measurement,43396009
1796,HbA1c test,Hemoglobin A1c measurement,43396009
1797,HbA1c test,Hemoglobin A1c measurement,43396009
1798,Head,Head structure,69536005
1799,Head,Head structure,69536005
1800,Head,Head structure,69536005
1801,Headache,Headache,420345000
1802,Headache,Headache,420345000
1803,Headache,Headache,420345000
1804,Heart,Heart structure,80891009
1805,Heart,Heart structure,80891009
1806,Heart,Heart structure,80891009
1807,Heartburn,Heartburn,16331000
1808,Heartburn,Heartburn,16331000
1809,Heartburn,Heartburn,16331000
1810,Hep,Inflammatory disease of liver,128241005
1811,Hep,Inflammatory disease of liver,128241005
1812,Hep,Inflammatory disease of liver,128241005
1813,Hep,Inflammatory disease of liver,128241005
1814,Hep,Inflammatory disease of liver,128241005
1815,Hep C,Viral hepatitis type C,50711007
1816,Hep C,Viral hepatitis type C,50711007
1817,Hep C,Viral hepatitis type C,50711007
1818,Hep C,Viral hepatitis type C,50711007
1819,Heparin,Heparin,372877000
1820,Heparin,Heparin,372877000
1821,Heparin,Heparin,372877000
1822,Herceptin,Trastuzumab,387003001
1823,Herceptin,Trastuzumab,387003001
1824,Herceptin,Trastuzumab,387003001
1825,Hgb,Hemoglobin,38082009
1826,Hgb,Hemoglobin,38082009
1827,Hgb,Hemoglobin,38082009
1828,Hibiclens,Chlorhexidine,373568007
1829,Hibiclens,Chlorhexidine,373568007
1830,Hibiclens,Chlorhexidine,373568007
1831,Hip,Hip region structure,29836001
1832,Hip,Hip region structure,29836001
1833,Hip,Hip region structure,29836001
1834,Hodgkin,Hodgkin's disease,118599009
1835,Hodgkin,Hodgkin's disease,118599009
1836,Hodgkin,Hodgkin's disease,118599009
1837,Hodgkin ' s lymphoma,Hodgkin's disease,118599009
1838,Hodgkin ' s lymphoma,Hodgkin's disease,118599009
1839,Hodgkin ' s lymphoma,Hodgkin's disease,118599009
1840,Hodgkin lymphoma,Hodgkin's disease,118599009
1841,Hodgkin lymphoma,Hodgkin's disease,118599009
1842,Hodgkin ’ s lymphoma,Hodgkin lymphoma,14537002
1843,Hodgkin ’ s lymphoma,Hodgkin lymphoma,14537002
1844,Hodgkin ’ s lymphoma,Hodgkin lymphoma,14537002
1845,Hodgkins,Hodgkin's disease,118599009
1846,Hodgkins,Hodgkin's disease,118599009
1847,Hodgkins,Hodgkin's disease,118599009
1848,Hodgkins Lymphoma,Hodgkin's disease,118599009
1849,Hodgkins Lymphoma,Hodgkin's disease,118599009
1850,Holter,"Electrocardiographic monitor and recorder, device",86184003
1851,Holter,"Electrocardiographic monitor and recorder, device",86184003
1852,Holter,"Electrocardiographic monitor and recorder, device",86184003
1853,Humalin,Recombinant human regular insulin,412223007
1854,Humalin,Recombinant human regular insulin,412223007
1855,Humalin,Recombinant human regular insulin,412223007
1856,Humalog,Insulin lispro,412210000
1857,Humalog,Insulin lispro,412210000
1858,Humalog,Insulin lispro,412210000
1859,Humera,Adalimumab,407317001
1860,Humera,Adalimumab,407317001
1861,Humera,Adalimumab,407317001
1862,Humira,Product containing only adalimumab,774436001
1863,Humira,Product containing only adalimumab,774436001
1864,Humira,Product containing only adalimumab,774436001
1865,Humira injection,Product containing adalimumab,398728003
1866,Humira injection,Product containing adalimumab,398728003
1867,Humira injection,Product containing adalimumab,398728003
1868,Humira injections,Product containing adalimumab,398728003
1869,Humira injections,Product containing adalimumab,398728003
1870,Humira injections,Product containing adalimumab,398728003
1871,Humolog,Insulin lispro,412210000
1872,Humolog,Insulin lispro,412210000
1873,Humolog,Insulin lispro,412210000
1874,Humulin,Regular insulin,412222002
1875,Humulin,Regular insulin,412222002
1876,Humulin,Regular insulin,412222002
1877,Hurt,Pain,22253000
1878,Hurt,Pain,22253000
1879,Hurt,Pain,22253000
1880,Hurt,Pain,22253000
1881,Hurt,Pain,22253000
1882,Hurt,Pain,22253000
1883,Hydrocortisone,Hydrocortisone,396458002
1884,Hydrocortisone,Hydrocortisone,396458002
1885,Hydrocortisone,Hydrocortisone,396458002
1886,IBD,Inflammatory bowel disease,24526004
1887,IBD,Inflammatory bowel disease,24526004
1888,IBD,Inflammatory bowel disease,24526004
1889,IBDers,Inflammatory bowel disease,24526004
1890,IBDers,Inflammatory bowel disease,24526004
1891,IBDers,Inflammatory bowel disease,24526004
1892,IBDs,Inflammatory bowel disease,24526004
1893,IBDs,Inflammatory bowel disease,24526004
1894,IBDs,Inflammatory bowel disease,24526004
1895,IBS,Irritable bowel syndrome,10743008
1896,IBS,Irritable bowel syndrome,10743008
1897,IBS,Irritable bowel syndrome,10743008
1898,IC,Chronic interstitial cystitis,197834003
1899,IC,Chronic interstitial cystitis,197834003
1900,IC,Chronic interstitial cystitis,197834003
1901,ICA,Anti-pancreatic islet cell antibody,117199004
1902,ICA,Anti-pancreatic islet cell antibody,117199004
1903,ICA,Anti-pancreatic islet cell antibody,117199004
1904,IDC,Infiltrating duct carcinoma of breast,408643008
1905,IDC,Infiltrating duct carcinoma of breast,408643008
1906,IDC,Infiltrating duct carcinoma of breast,408643008
1907,IGG,Immunoglobulin G,29246005
1908,IGG,Immunoglobulin G,29246005
1909,IGG,Immunoglobulin G,29246005
1910,II diabetes,Diabetes mellitus type 2,44054006
1911,II diabetes,Diabetes mellitus type 2,44054006
1912,II diabetes,Diabetes mellitus type 2,44054006
1913,IIH,Benign intracranial hypertension,68267002
1914,IIH,Benign intracranial hypertension,68267002
1915,IIH,Benign intracranial hypertension,68267002
1916,IMRT,Intensity modulated radiation therapy,441799006
1917,IMRT,Intensity modulated radiation therapy,441799006
1918,IMRT,Intensity modulated radiation therapy,441799006
1919,INR,International normalized ratio,165581004
1920,INR,International normalized ratio,165581004
1921,INR,International normalized ratio,165581004
1922,IR,Insulin resistance,763325000
1923,IR,Insulin resistance,763325000
1924,IR,Insulin resistance,763325000
1925,ISF,Body fluid,32457005
1926,ISF,Body fluid,32457005
1927,ISF,Body fluid,32457005
1928,ITP,Idiopathic thrombocytopenic purpura,32273002
1929,ITP,Idiopathic thrombocytopenic purpura,32273002
1930,ITP,Idiopathic thrombocytopenic purpura,32273002
1931,IUD,Intrauterine contraceptive device,268460000
1932,IUD,Intrauterine contraceptive device,268460000
1933,IUD,Intrauterine contraceptive device,268460000
1934,IUDS,Intrauterine device contraception,312081001
1935,IUDS,Intrauterine device contraception,312081001
1936,IUDS,Intrauterine device contraception,312081001
1937,IUDs,Intrauterine device contraception,312081001
1938,IUDs,Intrauterine device contraception,312081001
1939,IUDs,Intrauterine device contraception,312081001
1940,IV,Intravenous therapy,386340006
1941,IV,Intravenous therapy,386340006
1942,IV,Intravenous therapy,386340006
1943,IV breast cancer,Metastasis from malignant tumor of breast,315004001
1944,IV breast cancer,Metastasis from malignant tumor of breast,315004001
1945,IV breast cancer,Metastasis from malignant tumor of breast,315004001
1946,IV colon cancer,"Carcinoma of colon, stage IV",422985007
1947,IV colon cancer,"Carcinoma of colon, stage IV",422985007
1948,IV colon cancer,"Carcinoma of colon, stage IV",422985007
1949,IV fluids,Fluid for intravenous administration,118431008
1950,IV fluids,Fluid for intravenous administration,118431008
1951,IV fluids,Fluid for intravenous administration,118431008
1952,IV infusion,Intravenous infusion,14152002
1953,IV infusion,Intravenous infusion,14152002
1954,IV infusion,Intravenous infusion,14152002
1955,IV infusions,Intravenous infusion,14152002
1956,IV infusions,Intravenous infusion,14152002
1957,IV infusions,Intravenous infusion,14152002
1958,IV lung cancer,"Non-small cell carcinoma of lung, TNM stage 4",423121009
1959,IV lung cancer,"Non-small cell carcinoma of lung, TNM stage 4",423121009
1960,IV lung cancer,"Non-small cell carcinoma of lung, TNM stage 4",423121009
1961,IV sedation,Intravenous sedation,241705007
1962,IV sedation,Intravenous sedation,241705007
1963,IV sedation,Intravenous sedation,241705007
1964,IVC,Inferior vena cava filter in situ,216051000119102
1965,IVC,Inferior vena cava filter in situ,216051000119102
1966,IVC,Inferior vena cava filter in situ,216051000119102
1967,IVC filter,Insertion of inferior vena caval filter,398182006
1968,IVC filter,Insertion of inferior vena caval filter,398182006
1969,IVC filter,Insertion of inferior vena caval filter,398182006
1970,IVF,Test tube ovum fertilization,52637005
1971,IVF,Test tube ovum fertilization,52637005
1972,IVF,Test tube ovum fertilization,52637005
1973,IVIG,Intravenous infusion of human immune serum globulin,116805008
1974,IVIG,Intravenous infusion of human immune serum globulin,116805008
1975,IVIG,Intravenous infusion of human immune serum globulin,116805008
1976,IVs,Intravenous therapy,386340006
1977,IVs,Intravenous therapy,386340006
1978,IVs,Intravenous therapy,386340006
1979,IgA,Immunoglobulin A,46046006
1980,IgA,Immunoglobulin A,46046006
1981,IgA,Immunoglobulin A,46046006
1982,IgA Nephropathy,Immunoglobulin A nephropathy,236407003
1983,IgA Nephropathy,Immunoglobulin A nephropathy,236407003
1984,IgA Nephropathy,Immunoglobulin A nephropathy,236407003
1985,IgE,Immunoglobulin E,48583005
1986,IgE,Immunoglobulin E,48583005
1987,IgE,Immunoglobulin E,48583005
1988,IgE allergies,Allergen specific immunoglobulin E,404273000
1989,IgE allergies,Allergen specific immunoglobulin E,404273000
1990,IgE allergies,Allergen specific immunoglobulin E,404273000
1991,IgE antibodies,"Antibody, immunoglobulin E class",116874008
1992,IgE antibodies,"Antibody, immunoglobulin E class",116874008
1993,IgE antibodies,"Antibody, immunoglobulin E class",116874008
1994,IgG,Immunoglobulin G measurement,45293001
1995,IgG,Immunoglobulin G measurement,45293001
1996,IgG,Immunoglobulin G measurement,45293001
1997,IgG blood test,"Direct antiglobulin test, immunoglobulin G-specific reagent",104061007
1998,IgG blood test,"Direct antiglobulin test, immunoglobulin G-specific reagent",104061007
1999,IgG blood test,"Direct antiglobulin test, immunoglobulin G-specific reagent",104061007
2000,IgG test,"Direct antiglobulin test, immunoglobulin G-specific reagent",104061007
2001,IgG test,"Direct antiglobulin test, immunoglobulin G-specific reagent",104061007
2002,IgG test,"Direct antiglobulin test, immunoglobulin G-specific reagent",104061007
2003,IgM,Immunoglobulin M,74889000
2004,IgM,Immunoglobulin M,74889000
2005,IgM,Immunoglobulin M,74889000
2006,Imatrex,Malignant neoplasm of breast,395892000
2007,Imatrex,Malignant neoplasm of breast,395892000
2008,Imatrex,Malignant neoplasm of breast,395892000
2009,Imiquimod,Imiquimod,386941002
2010,Imiquimod,Imiquimod,386941002
2011,Imiquimod,Imiquimod,386941002
2012,Imitrex,Sumatriptan,395892000
2013,Imitrex,Sumatriptan,395892000
2014,Imitrex,Sumatriptan,395892000
2015,Imitrix,Sumatriptan,395892000
2016,Imitrix,Sumatriptan,395892000
2017,Imitrix,Sumatriptan,395892000
2018,Immitrex,Sumatriptan,395892000
2019,Immitrex,Sumatriptan,395892000
2020,Immitrex,Sumatriptan,395892000
2021,Imodium,Loperamide,387040009
2022,Imodium,Loperamide,387040009
2023,Imodium,Loperamide,387040009
2024,Implanon,Drug-eluting contraceptive implant,468312002
2025,Implanon,Drug-eluting contraceptive implant,468312002
2026,Implanon,Drug-eluting contraceptive implant,468312002
2027,Implant,"Implant, device",40388003
2028,Implant,"Implant, device",40388003
2029,Implant,"Implant, device",40388003
2030,Impulse Control Disorder,Impulse control disorder,66347000
2031,Impulse Control Disorder,Impulse control disorder,66347000
2032,Impulse Control Disorder,Impulse control disorder,66347000
2033,Imuran,Azathioprine,372574004
2034,Imuran,Azathioprine,372574004
2035,Imuran,Azathioprine,372574004
2036,Inderal,Propranolol,372772003
2037,Inderal,Propranolol,372772003
2038,Inderal,Propranolol,372772003
2039,Indocin,Indometacin,373513008
2040,Indocin,Indometacin,373513008
2041,Indocin,Indometacin,373513008
2042,Indomethacin,Indomethacin,373513008
2043,Indomethacin,Indomethacin,373513008
2044,Indomethacin,Indomethacin,373513008
2045,Inflammation,Inflammation,23583003
2046,Inflammation,Inflammation,23583003
2047,Inflammation,Inflammation,23583003
2048,Inflectra,Infliximab,386891004
2049,Inflectra,Infliximab,386891004
2050,Inflectra,Infliximab,386891004
2051,Injection,Injection,59108006
2052,Injection,Injection,59108006
2053,Injection,Injection,59108006
2054,Insulin,Insulin,67866001
2055,Insulin,Insulin,67866001
2056,Insulin,Insulin,67866001
2057,Invega,Paliperidone,426276000
2058,Invega,Paliperidone,426276000
2059,Invega,Paliperidone,426276000
2060,Invokana,Canagliflozin,703676004
2061,Invokana,Canagliflozin,703676004
2062,Invokana,Canagliflozin,703676004
2063,JIA,Juvenile idiopathic arthritis,410502007
2064,JIA,Juvenile idiopathic arthritis,410502007
2065,JIA,Juvenile idiopathic arthritis,410502007
2066,JRA,JRA - Juvenile rheumatoid arthritis,410795001
2067,JRA,JRA - Juvenile rheumatoid arthritis,410795001
2068,JRA,JRA - Juvenile rheumatoid arthritis,410795001
2069,Jadelle,Product containing levonorgestrel (medicinal product),109032009
2070,Jadelle,Product containing levonorgestrel (medicinal product),109032009
2071,Jadelle,Product containing levonorgestrel (medicinal product),109032009
2072,Janumet,Product containing metformin and sitagliptin,427522005
2073,Janumet,Product containing metformin and sitagliptin,427522005
2074,Janumet,Product containing metformin and sitagliptin,427522005
2075,Januvia,Sitagliptin,423307000
2076,Januvia,Sitagliptin,423307000
2077,Januvia,Sitagliptin,423307000
2078,Jardiance,Empagliflozin,703894008
2079,Jardiance,Empagliflozin,703894008
2080,Jardiance,Empagliflozin,703894008
2081,Jaw,Jaw region structure,661005
2082,Jaw,Jaw region structure,661005
2083,Jaw,Jaw region structure,661005
2084,Jaydess,Intrauterine contraceptive device,268460000
2085,Jaydess,Intrauterine contraceptive device,268460000
2086,Jaydess,Intrauterine contraceptive device,268460000
2087,Jaydess IUD,Intrauterine contraceptive device,268460000
2088,Jaydess IUD,Intrauterine contraceptive device,268460000
2089,Jaydess IUD,Intrauterine contraceptive device,268460000
2090,Junel,Product containing ethinylestradiol and norethisterone,412256008
2091,Junel,Product containing ethinylestradiol and norethisterone,412256008
2092,Junel,Product containing ethinylestradiol and norethisterone,412256008
2093,K2,Vitamin K>2<,22606007
2094,K2,Vitamin K>2<,22606007
2095,K2,Vitamin K>2<,22606007
2096,KETO,Ketogenic diet,765060000
2097,KETO,Ketogenic diet,765060000
2098,KETO,Ketogenic diet,765060000
2099,Kamagra,Sildenafil,372572000
2100,Kamagra,Sildenafil,372572000
2101,Kamagra,Sildenafil,372572000
2102,Keflex,Cefalexin,387304003
2103,Keflex,Cefalexin,387304003
2104,Keflex,Cefalexin,387304003
2105,Ketamine,Ketamine,373464007
2106,Ketamine,Ketamine,373464007
2107,Ketamine,Ketamine,373464007
2108,Ketamine infusion,Product containing ketamine (medicinal product),333847008
2109,Ketamine infusion,Product containing ketamine (medicinal product),333847008
2110,Ketamine infusion,Product containing ketamine (medicinal product),333847008
2111,Keto,Ketogenic diet,765060000
2112,Keto,Ketogenic diet,765060000
2113,Keto,Ketogenic diet,765060000
2114,Ketotifen,Ketotifen,372642003
2115,Ketotifen,Ketotifen,372642003
2116,Ketotifen,Ketotifen,372642003
2117,Keytruda,Pembrolizumab,716125002
2118,Keytruda,Pembrolizumab,716125002
2119,Keytruda,Pembrolizumab,716125002
2120,Kidney Stone,Kidney stone,95570007
2121,Kidney Stone,Kidney stone,95570007
2122,Kidney Stone,Kidney stone,95570007
2123,Knee Replacement Surgery,Arthroplasty of knee,19063003
2124,Knee Replacement Surgery,Arthroplasty of knee,19063003
2125,Knee Replacement Surgery,Arthroplasty of knee,19063003
2126,Koebner,Köbner phenomenon,89321004
2127,Koebner,Köbner phenomenon,89321004
2128,Koebner,Köbner phenomenon,89321004
2129,Koebner phenomenon,Köbner phenomenon,89321004
2130,Koebner phenomenon,Köbner phenomenon,89321004
2131,Koebner phenomenon,Köbner phenomenon,89321004
2132,Kyleena,Intrauterine contraceptive device,268460000
2133,Kyleena,Intrauterine contraceptive device,268460000
2134,Kyleena,Intrauterine contraceptive device,268460000
2135,Kyleena IUD,Intrauterine contraceptive device,268460000
2136,Kyleena IUD,Intrauterine contraceptive device,268460000
2137,Kyleena IUD,Intrauterine contraceptive device,268460000
2138,L2,Bone structure of L2,14293000
2139,L2,Bone structure of L2,14293000
2140,L2,Bone structure of L2,14293000
2141,L3,Bone structure of L3,36470004
2142,L3,Bone structure of L3,36470004
2143,L3,Bone structure of L3,36470004
2144,L4,Entire L4 vertebra,181844007
2145,L4,Entire L4 vertebra,181844007
2146,L4,Entire L4 vertebra,181844007
2147,L5,Entire L5 vertebra,181845008
2148,L5,Entire L5 vertebra,181845008
2149,L5,Entire L5 vertebra,181845008
2150,L5 - S1,Intervertebral disc structure of fifth lumbar vertebra,75782005
2151,L5 - S1,Intervertebral disc structure of fifth lumbar vertebra,75782005
2152,L5 - S1,Intervertebral disc structure of fifth lumbar vertebra,75782005
2153,L5 / S1,L5/S1 disc,425585009
2154,L5 / S1,L5/S1 disc,425585009
2155,L5 / S1,L5/S1 disc,425585009
2156,LADA,Latent autoimmune diabetes mellitus in adult,426875007
2157,LADA,Latent autoimmune diabetes mellitus in adult,426875007
2158,LADA,Latent autoimmune diabetes mellitus in adult,426875007
2159,LASIK,Laser assisted in situ keratomileusis,312965008
2160,LASIK,Laser assisted in situ keratomileusis,312965008
2161,LASIK,Laser assisted in situ keratomileusis,312965008
2162,LCHF,"High protein, high fat, low carbohydrate diet",61745006
2163,LCHF,"High protein, high fat, low carbohydrate diet",61745006
2164,LCHF,"High protein, high fat, low carbohydrate diet",61745006
2165,LDH,Lactate dehydrogenase,259319003
2166,LDH,Lactate dehydrogenase,259319003
2167,LDH,Lactate dehydrogenase,259319003
2168,LDL,Low density lipoprotein,22244007
2169,LDL,Low density lipoprotein,22244007
2170,LDL,Low density lipoprotein,22244007
2171,LDL cholesterol,Low density lipoprotein cholesterol,102739008
2172,LDL cholesterol,Low density lipoprotein cholesterol,102739008
2173,LDL cholesterol,Low density lipoprotein cholesterol,102739008
2174,LEEP procedure,Loop electrosurgical excision procedure,36899001
2175,LEEP procedure,Loop electrosurgical excision procedure,36899001
2176,LEEP procedure,Loop electrosurgical excision procedure,36899001
2177,LES,Lower esophageal sphincter pressure,91343008
2178,LES,Lower esophageal sphincter pressure,91343008
2179,LES,Lower esophageal sphincter pressure,91343008
2180,LH,Pituitary luteinizing hormone,64182005
2181,LH,Pituitary luteinizing hormone,64182005
2182,LH,Pituitary luteinizing hormone,64182005
2183,LH,Pituitary luteinizing hormone,64182005
2184,LH,Pituitary luteinizing hormone,64182005
2185,LINX surgery,Laparoscopic augmentation of lower esophageal sphincter using magnetic titanium ring,773127003
2186,LINX surgery,Laparoscopic augmentation of lower esophageal sphincter using magnetic titanium ring,773127003
2187,LINX surgery,Laparoscopic augmentation of lower esophageal sphincter using magnetic titanium ring,773127003
2188,LPN,Professional nurse,106292003
2189,LPN,Professional nurse,106292003
2190,LPN,Professional nurse,106292003
2191,LPR,Laryngopharyngeal reflux,414581006
2192,LPR,Laryngopharyngeal reflux,414581006
2193,LPR,Laryngopharyngeal reflux,414581006
2194,LS,Lichen sclerosus et atrophicus,25674000
2195,LS,Lichen sclerosus et atrophicus,25674000
2196,LS,Lichen sclerosus et atrophicus,25674000
2197,LSD,Lysergic acid diethylamide,15698006
2198,LSD,Lysergic acid diethylamide,15698006
2199,LSD,Lysergic acid diethylamide,15698006
2200,Lactose,Lactose,47703008
2201,Lactose,Lactose,47703008
2202,Lactose,Lactose,47703008
2203,Lamictal,Lamotrigine,387562000
2204,Lamictal,Lamotrigine,387562000
2205,Lamictal,Lamotrigine,387562000
2206,Lamisil,Terbinafine,373450007
2207,Lamisil,Terbinafine,373450007
2208,Lamisil,Terbinafine,373450007
2209,Lamotrigine,Lamotrigine,387562000
2210,Lamotrigine,Lamotrigine,387562000
2211,Lamotrigine,Lamotrigine,387562000
2212,Lancets,Lancet,350810002
2213,Lancets,Lancet,350810002
2214,Lancets,Lancet,350810002
2215,Lansoprazole,Lansoprazole,386888004
2216,Lansoprazole,Lansoprazole,386888004
2217,Lansoprazole,Lansoprazole,386888004
2218,Lantis,Insulin glargine,411529005
2219,Lantis,Insulin glargine,411529005
2220,Lantis,Insulin glargine,411529005
2221,Lantus,Product containing only insulin glargine,776343005
2222,Lantus,Product containing only insulin glargine,776343005
2223,Lantus,Product containing only insulin glargine,776343005
2224,Larin,Product containing ethinylestradiol and norethisterone in oral dose form,768330004
2225,Larin,Product containing ethinylestradiol and norethisterone in oral dose form,768330004
2226,Larin,Product containing ethinylestradiol and norethisterone in oral dose form,768330004
2227,Latent Autoimmune Diabetes,Latent autoimmune diabetes mellitus in adult,426875007
2228,Latent Autoimmune Diabetes,Latent autoimmune diabetes mellitus in adult,426875007
2229,Latent Autoimmune Diabetes,Latent autoimmune diabetes mellitus in adult,426875007
2230,Latuda,Lurasidone,703115008
2231,Latuda,Lurasidone,703115008
2232,Latuda,Lurasidone,703115008
2233,Leflunomide,Leflunomide,386981009
2234,Leflunomide,Leflunomide,386981009
2235,Leflunomide,Leflunomide,386981009
2236,Leg,Lower limb structure,61685007
2237,Leg,Lower limb structure,61685007
2238,Leg,Lower limb structure,61685007
2239,Leukaemia,"Leukemia, disease",93143009
2240,Leukaemia,"Leukemia, disease",93143009
2241,Leukaemia,"Leukemia, disease",93143009
2242,Levaquin,Levofloxacin,387552007
2243,Levaquin,Levofloxacin,387552007
2244,Levaquin,Levofloxacin,387552007
2245,Levemir,Insulin detemir,414515005
2246,Levemir,Insulin detemir,414515005
2247,Levemir,Insulin detemir,414515005
2248,Levimir,Product containing insulin detemir,414518007
2249,Levimir,Product containing insulin detemir,414518007
2250,Levimir,Product containing insulin detemir,414518007
2251,Levlen,Product containing precisely ethinylestradiol 30 microgram and levonorgestrel 150 microgram/1 each conventional release oral tablet,326324002
2252,Levlen,Product containing precisely ethinylestradiol 30 microgram and levonorgestrel 150 microgram/1 each conventional release oral tablet,326324002
2253,Levlen,Product containing precisely ethinylestradiol 30 microgram and levonorgestrel 150 microgram/1 each conventional release oral tablet,326324002
2254,Levofloxacin,Levofloxacin,387552007
2255,Levofloxacin,Levofloxacin,387552007
2256,Levofloxacin,Levofloxacin,387552007
2257,Levora,Product containing ethinylestradiol and levonorgestrel,412420008
2258,Levora,Product containing ethinylestradiol and levonorgestrel,412420008
2259,Levora,Product containing ethinylestradiol and levonorgestrel,412420008
2260,Lexapro,Escitalopram,400447003
2261,Lexapro,Escitalopram,400447003
2262,Lexapro,Escitalopram,400447003
2263,Lialda,Mesalazine,387501005
2264,Lialda,Mesalazine,387501005
2265,Lialda,Mesalazine,387501005
2266,Librium,Chlordiazepoxide,372866006
2267,Librium,Chlordiazepoxide,372866006
2268,Librium,Chlordiazepoxide,372866006
2269,Lidocaine,Lidocaine,387480006
2270,Lidocaine,Lidocaine,387480006
2271,Lidocaine,Lidocaine,387480006
2272,Liletta IUD,Intrauterine contraceptive device (physical object),268460000
2273,Liletta IUD,Intrauterine contraceptive device (physical object),268460000
2274,Liletta IUD,Intrauterine contraceptive device (physical object),268460000
2275,Linyah,Product containing only ethinylestradiol and norgestimate,775869004
2276,Linyah,Product containing only ethinylestradiol and norgestimate,775869004
2277,Linyah,Product containing only ethinylestradiol and norgestimate,775869004
2278,Linzess,Linaclotide,703126002
2279,Linzess,Linaclotide,703126002
2280,Linzess,Linaclotide,703126002
2281,Liposuction,Liposuction of subcutaneous tissue,302441008
2282,Liposuction,Liposuction of subcutaneous tissue,302441008
2283,Liposuction,Liposuction of subcutaneous tissue,302441008
2284,Lisinopril,Lisinopril,386873009
2285,Lisinopril,Lisinopril,386873009
2286,Lisinopril,Lisinopril,386873009
2287,Lo Loestrin,Oral contraception,5935008
2288,Lo Loestrin,Oral contraception,5935008
2289,Lo Loestrin,Oral contraception,5935008
2290,Lodine,Etodolac,386860005
2291,Lodine,Etodolac,386860005
2292,Lodine,Etodolac,386860005
2293,Loestrin,Product containing ethinylestradiol and norethisterone,412256008
2294,Loestrin,Product containing ethinylestradiol and norethisterone,412256008
2295,Loestrin,Product containing ethinylestradiol and norethisterone,412256008
2296,Lolo,Oral contraception,5935008
2297,Lolo,Oral contraception,5935008
2298,Lolo,Oral contraception,5935008
2299,Lortab,Product containing hydrocodone and paracetamol in oral dose form,768403005
2300,Lortab,Product containing hydrocodone and paracetamol in oral dose form,768403005
2301,Lortab,Product containing hydrocodone and paracetamol in oral dose form,768403005
2302,Loryna,Product containing drospirenone and ethinylestradiol,416617005
2303,Loryna,Product containing drospirenone and ethinylestradiol,416617005
2304,Loryna,Product containing drospirenone and ethinylestradiol,416617005
2305,Losartan,Losartan,373567002
2306,Losartan,Losartan,373567002
2307,Losartan,Losartan,373567002
2308,Lotrimin,Clotrimazole,387325003
2309,Lotrimin,Clotrimazole,387325003
